fecha,trimestre,accion,activo_total,pasivo_corriente,activo_corriente,activo_tangible,ingreso_neto,p_vl,resultado_bruto,ebitda,ciclo_operativo,capital_trabajo,gastos_admin,costo_ventas,plazo_proveedor,inventario,pasivo_total,cuentas_xcobrar,cuentas_xpagar,utilidad_neta
2020-01-01,1T2020,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,197459249,29263710,69002838,70505,3644489,0,725030,623424,732.06899689,39739128,603658,2919459,8.3590249648,0,187636402,29976926,3860243,627203
2020-01-01,1T2020,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,120038535,39432438,98227259,82619,5139160,0,1057061,49540,747.02881685,58794821,1113350,4082099,7.1973910724,0,83801386,35464417,4677789,928415
2020-01-01,1T2020,Sociedad Nacional De Oleoductos S.A.,209959509,52747596,10755107,198708775,13922670,0,9847857,44349772,6.8116700674,-41992489,753096,4074813,53.371839186,0,138223309,1066278,11572817,5955117
2020-01-01,1T2020,Socovesa S.A. Ord,1080453740,694940084,495080944,18290209,68806987,0.56275538516,18875899,52831649,543.39571998,-199859140,11620209,49931088,189.43358021,279532337,719196628,139277998,9844293,3265997
2020-01-01,1T2020,Tecno Fast S.A. Ord,206012343,50143153,65557837,85792769,24833874,0,6194950,0,0,15414684,2973143,18638924,0,9108830,126019034,28557860,1435463,2135255
2020-04-01,2T2020,Aguas Araucania S.A. Ord,255890970,19831593,17560644,0,29925128,0,0,24179050,0,-2270949,0,0,0,425456,130202833,11003983,294332,5663409
2020-04-01,2T2020,Aguas Del Altiplano S.A. Ord,252196003,21018883,23955687,0,28113364,0,0,23999891,0,2936804,0,0,0,373955,128436640,10864683,13937,4688764
2020-04-01,2T2020,Besalco S.A. Ord,787927980,281814322,393471927,233304295,163014156,1.25602007,20137752,71586926,308.16594126,111657605,7014738,142876404,86.502214533,177230264,587997974,112892583,16511322,4261601
2020-04-01,2T2020,Empresa Const Moller Y Perez Cotapos S.A. Ord,440325091,274434652,256179182,2136446,71854363,1.3103126515,7888070,7117051,642.21447834,-18255470,6776075,63966293,97.537200036,147054011,363262439,95774116,4291801,479460
2020-04-01,2T2020,Inmobiliaria Apoquindo S.A. Ord,138224903,42266271,2203299,0,3211884,0,3211884,0,0,-40062972,256958,0,0,0,134641625,1238960,41484764,-367033
2020-04-01,2T2020,Inmobiliaria Manquehue S.A. Ord,316079324,85559937,138592479,2270105,30565523,0.53270903502,7158755,0,966.88832966,53032542,5242177,23406768,110.59148929,86996256,146357624,26915791,266427,795413
2020-04-01,2T2020,Inmobiliaria Sixterra S.A. Ord,22738100,243686,22168050,1218,0,0.8746736867,0,-286124,0,21924364,76907,0,0,0,243997,10978,0,-47171
2020-04-01,2T2020,Patio Comercial Spa Ord,492056487,117947637,61723127,71904,6545971,0,5251617,-6820028,59.380653407,-56224510,1936045,1294354,860.66312509,0,303982825,2869849,31363870,8723650
2020-04-01,2T2020,Salfacorp S.A. Ord,1048277975,346162488,338362510,52114210,194297330,0.51242033501,20688468,30199661,124.4085696,-7799978,14710514,173608862,73.207025144,92028427,664175058,87363675,8309930,4162114
2020-04-01,2T2020,Sociedad Concesionaria Ruta Del Limari S.A. Ord,164290818,11094727,28008811,1568,3672540,0,1070439,0,0,16914084,787840,2602101,0,0,152296875,10268451,1309133,-1461980
2020-04-01,2T2020,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,143446937,3589120,18770590,762,1479034,0,750590,0,0,15181470,752294,728444,0,0,138285226,145842,288590,1696925
2020-04-01,2T2020,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,177059082,24059449,48959395,49587,11359681,0,1696532,736961,11.353456724,24899946,1338639,9663149,82.531729184,0,165690666,598264,1339131,1884085
2020-04-01,2T2020,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,87121581,34749095,65079071,60307,9135034,0,2331514,412225,97.386959407,30329976,2079325,6803520,11.653586984,0,50538846,4596902,3736527,1274001
2020-04-01,2T2020,Sociedad Nacional De Oleoductos S.A.,204568428,49979314,6339921,197741225,23405095,0,15423759,39713436,6.710951933,-43639393,1460092,7981336,41.092759924,0,132832228,961269,9027044,9027045
2020-04-01,2T2020,Socovesa S.A. Ord,1062347109,670712062,473781683,17558489,135153648,0.79821007936,38583967,52899983,523.49311848,-196930379,22905575,96569681,152.90396188,280278491,696389570,105839987,10109035,7586770
2020-04-01,2T2020,Tecno Fast S.A. Ord,195137616,36830953,56362010,85111241,46355990,0,12294425,0,0,19531057,5701865,34061565,0,9989095,114058997,24114793,1524970,3452464
2020-07-01,3T2020,Aguas Araucania S.A. Ord,275387828,12837129,14024786,0,43204095,0,0,24057331,0,1187657,0,0,0,478862,149347448,8482699,0,6015652
2020-07-01,3T2020,Aguas Del Altiplano S.A. Ord,281942847,13130223,15084286,0,40801100,0,0,23144914,0,1954063,0,0,0,361921,157443091,9452644,14540,5429157
2020-07-01,3T2020,Besalco S.A. Ord,779308613,277706411,391568033,228749819,266721934,1.1437441899,31899442,69713400,305.39131593,113861622,11458234,234822492,83.445593479,166790427,576464336,125228073,15419650,8451632
2020-07-01,3T2020,Empresa Const Moller Y Perez Cotapos S.A. Ord,423532639,259063955,237058037,2051349,96213429,1.1818816978,10682501,7338447,597.77586379,-22005918,9165383,85530928,96.548948084,144754576,346212847,68505228,5185057,743373
2020-07-01,3T2020,Inmobiliaria Apoquindo S.A. Ord,139792428,43809153,3770824,0,4849986,0,4849986,0,0,-40038329,792536,0,0,0,136244766,1609122,42023502,-402649
2020-07-01,3T2020,Inmobiliaria Manquehue S.A. Ord,308321897,81485985,130955119,2181407,40757825,0.5050209939,8181247,0,800.27126335,49469134,8524811,32576578,113.76311885,81429160,140368843,17586662,38827,-894715
2020-07-01,3T2020,Inmobiliaria Sixterra S.A. Ord,22658348,242920,22089740,1143,0,0.87775529842,0,-256705,0,21846820,113241,0,0,0,243217,10837,0,-126143
2020-07-01,3T2020,Patio Comercial Spa Ord,507738770,92753574,61273069,34177,9145403,0,7319819,-10096283,186.79201573,-31480505,2919567,1825584,1309.6735129,0,319476736,6768981,13293549,8922145
2020-07-01,3T2020,Salfacorp S.A. Ord,1039206399,326751699,324623110,49953121,275724746,0.48602348689,29060862,27448132,153.98007647,-2128589,21240907,246663884,71.016983431,90247930,654716858,99223857,4316122,6759288
2020-07-01,3T2020,Sociedad Concesionaria Ruta Del Limari S.A. Ord,155223712,7681974,17975333,924,4605767,0,1132868,0,0,10293359,1228078,3472899,0,0,143722155,438033,459865,-1954366
2020-07-01,3T2020,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,145328007,4180977,19677474,442,2223665,0,1126806,0,0,15496497,1130592,1096859,0,0,136732028,109855,169938,2994007
2020-07-01,3T2020,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,179953075,26881834,55086514,30577,16291067,0,2835342,1014714,15.870862527,28204680,2076060,13455725,77.908109266,0,169400266,899544,3518187,3779791
2020-07-01,3T2020,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,91643083,39133276,69430752,38388,13559399,0,4057247,1011268,88.358912218,30297476,3137472,9502152,6.7446095653,0,54247750,4285353,4198409,2086599
2020-07-01,3T2020,Sociedad Nacional De Oleoductos S.A.,203607411,33744404,6693066,196425544,34491174,0,22483529,36040895,6.4303170338,-27051338,2277051,12007645,41.346316477,0,131871211,857780,4105806,13129689
2020-07-01,3T2020,Socovesa S.A. Ord,1058429621,658670762,473579356,16709930,198073430,0.64368667514,59546243,61042825,500.45033542,-185091406,33322480,138527187,144.75606233,280500457,686621858,88816396,10071496,8971055
2020-07-01,3T2020,Tecno Fast S.A. Ord,206510683,43514838,65751544,87731723,79065396,0,20684749,0,0,22236706,8601442,58380647,0,11861603,122760424,27822821,1103494,6990343
2020-10-01,4T2020,Aguas Araucania S.A. Ord,280064993,15395407,19088466,0,57788324,0,0,26008732,0,3693059,0,0,0,430451,153835472,10674042,200433,9525422
2020-10-01,4T2020,Aguas Del Altiplano S.A. Ord,287649756,14629769,21642196,0,56899852,0,0,26148946,0,7012427,0,0,0,348765,162834301,13379566,243390,8303597
2020-10-01,4T2020,Besalco S.A. Ord,787860791,295586904,406386502,226702107,404336048,1.0701050854,51403723,67672219,270.09560511,110799598,15041750,352932325,89.295153908,153223647,586966925,127819122,29313111,14073316
2020-10-01,4T2020,Empresa Const Moller Y Perez Cotapos S.A. Ord,422254841,247737341,229661463,1983457,140581201,1.0360707388,16825595,4583019,595.9728459,-18075878,12666829,123755606,105.91066104,133719353,343003089,80829783,4708172,3030070
2020-10-01,4T2020,Inmobiliaria Manquehue S.A. Ord,315900728,94357131,139377093,1909164,48452101,0.52990656417,7814665,-3151756,895.95767027,45019962,12119388,40637436,171.83690132,88704383,151489832,14823775,2581,-4081548
2020-10-01,4T2020,Inmobiliaria Sixterra S.A. Ord,0,0,0,0,0,0.61097144603,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,4T2020,Patio Comercial Spa Ord,602753100,64862854,100236410,30350,12661914,0,10371100,-10710592,296.20814673,35373556,3913224,2290814,1562.3257061,0,378413560,10418228,7142348,14483564
2020-10-01,4T2020,Ruta Del Loa Sociedad Concesionaria S.A. Ord,68738561,10173603,34333727,0,12648580,0,0,1644744,0,24160124,0,0,0,0,32367248,55,34870,1205131
2020-10-01,4T2020,Salfacorp S.A. Ord,1071944019,366576121,335320297,57634360,400211366,0.48239072032,41202964,22243874,174.40541294,-31255824,28795855,359008402,106.3783286,75504774,689380557,109715824,16129041,13747038
2020-10-01,4T2020,Sociedad Concesionaria Ruta Del Limari S.A. Ord,157129611,8599310,18675148,560,6287802,0,2132700,1261124,28.422173599,10075838,1996388,4155102,11.533579681,0,147000120,496425,379340,-3326432
2020-10-01,4T2020,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,144503468,4500225,17885090,235,3053148,0,1587020,0,14.085894296,13384865,1591867,1466128,47.811241583,0,136346458,119462,168702,3268432
2020-10-01,4T2020,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,180184010,26176073,61293800,14327,17923119,0,2738291,0,26.754974957,35117727,2734814,15184828,64.415409908,0,170379565,1332035,1519242,3918200
2020-10-01,4T2020,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,111385518,45593461,76483698,16489,34151732,0,11047081,7118727,55.42376943,30890237,10994778,23104651,4.1488737484,0,66131287,5257827,13775848,9945497
2020-10-01,4T2020,Sociedad Nacional De Oleoductos S.A.,205023752,53665839,5932634,198606246,46656360,0,30487710,34574440,7.3340406324,-47733205,3208818,16168650,96.167301537,0,133287552,950499,4514603,17638407
2020-10-01,4T2020,Socovesa S.A. Ord,1048457890,645777744,456234134,16013677,270097907,0.67690773427,77884661,35872799,637.89940814,-189543610,44367211,192213246,199.8028908,269774810,678555597,99510684,10646865,12887217
2020-10-01,4T2020,Tecno Fast S.A. Ord,214239393,56010559,69757136,92606187,117081295,0,30095483,23923462,138.94904363,13746577,12424456,86985812,171.31876495,11368083,134495548,29888587,2803447,9909528
2021-01-01,1T2021,Aguas Araucania S.A. Ord,282147830,10976707,20615132,0,16288009,0,0,25786829,0,9638425,0,0,0,383153,159480625,11626350,0,3105479
2021-01-01,1T2021,Aguas Del Altiplano S.A. Ord,288579574,10305325,20190396,0,13970696,0,0,25934793,0,9885071,0,0,0,364831,167162924,12600639,245460,2413713
2021-01-01,1T2021,Besalco S.A. Ord,781244233,273679725,408218337,223760827,115098339,1.5475843696,12142395,69130406,269.5119317,134538612,4370208,102955944,76.0964033,161835143,575709540,133208809,27304621,3483317
2021-01-01,1T2021,Empresa Const Moller Y Perez Cotapos S.A. Ord,419488701,238783214,221448676,1880980,32114557,1.5130574948,3740970,3474920,625.78684287,-17334538,2880432,28373587,118.52603953,132464387,339965025,70570244,5162118,245127
2021-01-01,1T2021,Inmobiliaria Manquehue S.A. Ord,317961130,97527647,147445034,1806642,6870798,0.5743277063,1203423,-6087411,1278.0441618,49917387,2012068,5667375,254.67196452,95710145,154005977,15744436,2610,-268056
2021-01-01,1T2021,Inmobiliaria Sixterra S.A. Ord,1895979,399115,1894960,1019,0,8.0167603737,0,0,0,1495845,39021,0,0,0,399115,36728,0,-134363
2021-01-01,1T2021,Patio Comercial Spa Ord,646734151,103296426,66790885,35367,4285157,0,3141232,2311288,257.770337,-36505541,1161426,1143925,1875.041572,0,420177915,9260781,3570480,3710740
2021-01-01,1T2021,Ruta Del Loa Sociedad Concesionaria S.A. Ord,75920653,12102014,35198534,0,5640008,0,0,0,0,23096520,0,0,0,0,38627540,55,35260,921800
2021-01-01,1T2021,Salfacorp S.A. Ord,1108281906,398397783,366005575,52158875,140872537,0.72588078805,14699598,26892247,188.73394666,-32392208,7620498,126172939,116.30685647,78159964,719726955,139200422,10326196,8934307
2021-01-01,1T2021,Sociedad Concesionaria Ruta Del Limari S.A. Ord,159221521,8701985,28370349,427,2761824,0,1898427,0,525.61045785,19668364,430400,863397,14.510438784,0,149323660,10934543,382333,-231630
2021-01-01,1T2021,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,146066099,5328216,19952098,129,815897,0,441608,0,21.543571911,14623882,446345,374289,54.950859876,0,133007669,186786,172976,663077
2021-01-01,1T2021,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,185918114,29299981,72106077,19056,3217720,0,413429,0,8.8498229631,42806096,525270,2804291,95.620283404,0,175169181,430110,2514767,655799
2021-01-01,1T2021,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,112098749,52551536,95374716,16524,4069569,0,1321285,6800248,52.287464708,42823180,1569148,2748284,4.4188344444,0,66514130,4804948,7537916,330388
2021-01-01,1T2021,Sociedad Nacional De Oleoductos S.A.,208182496,56236913,9710891,197991205,12648283,0,8659042,33363926,7.5546182181,-46526022,891448,3989241,30.766924093,0,136446296,952343,9568963,5057265
2021-01-01,1T2021,Socovesa S.A. Ord,1023601593,620838597,433087941,15410899,37044169,0.89640543361,10372872,30732373,736.52469118,-187750656,9147909,26671297,205.16069944,286408563,652457812,83586455,11360108,1074709
2021-01-01,1T2021,Tecno Fast S.A. Ord,216906165,54865380,66601694,98078771,30127950,0,9171066,0,126.28466727,11736314,3083635,20956884,159.44317111,12749149,133686756,25457644,1643225,3948117
2021-04-01,2T2021,Aguas Araucania S.A. Ord,288680917,12106530,21796128,29799,31358008,0,0,27254572,0,9689598,0,0,0,385153,163900388,11278556,0,5327809
2021-04-01,2T2021,Aguas Del Altiplano S.A. Ord,295416524,12693406,21147562,41312,28395895,0,0,28227735,0,8454156,0,0,0,371481,171906502,13604990,246982,5108671
2021-04-01,2T2021,Besalco S.A. Ord,816875151,333997768,435296376,232050468,241621336,0.95664906819,21288670,64388476,247.39243489,101298608,9601920,220332666,74.428271584,161514280,612366968,150642422,30420108,6014276
2021-04-01,2T2021,Empresa Const Moller Y Perez Cotapos S.A. Ord,392816106,221347668,207183513,1797068,65690401,0.88625399558,7139779,4685324,564.90827231,-14164155,6037186,58550622,100.47732069,123013097,312815344,71200857,4285056,741256
2021-04-01,2T2021,Inmobiliaria Manquehue S.A. Ord,316166346,104417891,152330401,1686630,13850454,0.43322361793,2913050,-7586371,1523.2504341,47912510,5062012,10937404,273.39165705,104905326,154687485,16090281,119604,-1075893
2021-04-01,2T2021,Inmobiliaria Sixterra S.A. Ord,1913360,469825,1912416,944,0,0,0,0,0,1442591,92647,0,0,0,469825,36728,0,-187683
2021-04-01,2T2021,Patio Comercial Spa Ord,740062404,110944848,95788054,31344,9606818,0,7118881,1647071,313.06424361,-15156794,2225276,2487937,1934.9213881,0,495350520,13672873,2300956,22283843
2021-04-01,2T2021,Ruta Del Loa Sociedad Concesionaria S.A. Ord,85269360,13524666,33661948,0,15650535,0,0,0,0,20137282,0,0,0,0,40375743,0,35638,2718516
2021-04-01,2T2021,Salfacorp S.A. Ord,1132651119,409412965,367543575,64599824,309506828,0.45598518889,30893405,32573220,172.40242667,-41869390,14704575,278613423,101.87674338,81555266,739365927,156242042,13336510,16084108
2021-04-01,2T2021,Sociedad Concesionaria Ruta Del Limari S.A. Ord,162423992,11391674,30086488,3714,4914510,0,2571331,0,524.53310937,18694814,1012296,2343179,46.394334964,0,153623156,10971152,1137110,-1328655
2021-04-01,2T2021,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,143676037,3893425,18179967,32,1662917,0,910023,0,21.737141226,14286542,914856,752894,48.595645448,0,125052082,195455,172393,1367462
2021-04-01,2T2021,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,166092165,28408573,72582745,17329,7510494,0,711764,0,23.345194506,44174172,1089151,6798730,105.66964132,0,154274589,912663,3310357,2025797
2021-04-01,2T2021,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,79962165,20023822,61948340,59964,9776865,0,2732238,6978012,63.982738416,41924518,2457306,7044627,7.0881073984,0,34021966,6183854,9228895,685968
2021-04-01,2T2021,Sociedad Nacional De Oleoductos S.A.,207186691,54981192,8482974,198239946,26172528,0,18042382,37049582,8.2811928255,-46498218,1714731,8130146,31.195502241,0,135450491,1136911,10645925,10643090
2021-04-01,2T2021,Socovesa S.A. Ord,1006095130,597321337,443896199,15148163,111029673,0.52854082621,31700985,33856725,759.56460144,-153425138,18690672,79328688,204.32478308,297683127,629894036,100501377,3940195,8353559
2021-04-01,2T2021,Tecno Fast S.A. Ord,217963587,50635428,66174889,100490421,62668363,0,18829410,29391716,122.41381452,15539461,6189284,43838953,116.82359244,16556302,133709228,22535146,1908823,7400552
2021-07-01,3T2021,Aguas Araucania S.A. Ord,271399302,13649196,17847808,1361809,46064372,0,0,28884889,0,4198612,0,0,0,415458,165943397,10759542,0,7227389
2021-07-01,3T2021,Aguas Del Altiplano S.A. Ord,271002171,13132507,25520727,1043433,42396891,0,0,28548270,0,12388220,0,0,0,332044,174313528,14664033,260682,6367629
2021-07-01,3T2021,Besalco S.A. Ord,894141017,389961668,490656531,252157291,404686748,0.66613093593,37182389,67989802,254.02924556,100694863,14692837,367504359,82.371735462,185247993,679945798,175795097,29167164,10357839
2021-07-01,3T2021,Empresa Const Moller Y Perez Cotapos S.A. Ord,385521800,215895132,198029559,1715854,95881319,0.52765160305,11736166,5614606,527.94760097,-17865573,9334866,84145153,114.51329862,118472479,302017125,69895950,2155326,3682049
2021-07-01,3T2021,Inmobiliaria Manquehue S.A. Ord,321297818,104873233,155583092,1561265,27856380,0.25047501998,5924788,-5044484,1428.221882,50709859,8132123,21931592,261.41160459,102991904,159686904,18961132,119637,319559
2021-07-01,3T2021,Inmobiliaria Sixterra S.A. Ord,1856631,439704,1855787,844,0,8.4690319261,0,0,0,1416083,115773,0,0,0,439704,13749,0,-214291
2021-07-01,3T2021,Patio Comercial Spa Ord,607784403,62104280,57261930,27322,17543832,0,13577962,20423254,61.494502725,-4842350,3506471,3965870,470.1955361,0,377979340,3597487,3464293,19163719
2021-07-01,3T2021,Ruta Del Loa Sociedad Concesionaria S.A. Ord,89487276,9393723,30363212,3070,22131147,0,0,0,0,20969489,0,0,0,0,43597336,200,36092,3714839
2021-07-01,3T2021,Salfacorp S.A. Ord,1185700117,458918501,405503110,64310178,496517046,0.35412255074,48877843,40473235,165.6786449,-53415391,23122844,447639203,109.13587654,71273526,786102585,206757336,7365722,23365044
2021-07-01,3T2021,Sociedad Concesionaria Ruta Del Limari S.A. Ord,154299186,7846184,20545749,3392,6839117,0,3628918,0,22.800635407,12699565,1550842,3210199,14.239248669,0,146528344,539688,374652,-2358649
2021-07-01,3T2021,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,145508838,5025952,21012617,0,2612025,0,1476438,0,16.026160625,15986665,1481304,1135587,79.008303785,0,122207016,153206,153013,2072603
2021-07-01,3T2021,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,171896106,31936825,77809576,19075,11423355,0,1039233,0,205.63201438,45872751,1601096,10384122,112.16438231,0,159104516,7457249,5968845,2711124
2021-07-01,3T2021,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,84902255,24856383,65835322,47102,14167728,0,3700524,6017346,64.091000301,40978939,3575800,10467204,7.5151189028,0,38876679,6188353,9197314,771345
2021-07-01,3T2021,Sociedad Nacional De Oleoductos S.A.,207728677,55254809,8590081,198515958,41928912,0,29426173,41350856,5.3712735907,-46664728,2673295,12502739,25.027945701,0,135992477,807095,6931353,17574445
2021-07-01,3T2021,Socovesa S.A. Ord,1014078112,595417682,453576926,14564469,206313627,0.36310817658,59267979,40939729,653.42089181,-141840756,28688483,147045648,190.21189433,279078215,625716299,118225066,4361403,21948987
2021-07-01,3T2021,Tecno Fast S.A. Ord,293170508,120372087,72100901,128726643,94032996,0,29005232,29739880,138.11415102,-48271186,10197043,65027764,163.52711256,16355220,203927418,27595131,1824225,10810664
2021-10-01,4T2021,Aguas Araucania S.A. Ord,274640718,13926743,15222704,1336643,62426819,0,0,28682231,0,1295961,0,0,0,479218,169180234,10859935,0,9936304
2021-10-01,4T2021,Aguas Del Altiplano S.A. Ord,275871575,12898961,22871016,1044998,57573225,0,0,25815212,0,9972055,0,0,0,342536,177953782,14516185,127547,0
2021-10-01,4T2021,Besalco S.A. Ord,925440555,420190151,507352148,267116024,607241047,0.64189258079,60289540,0,233.47852453,87161997,22552631,546951507,93.0322311,171087118,702093294,203881304,29398115,18562163
2021-10-01,4T2021,Empresa Const Moller Y Perez Cotapos S.A. Ord,0,0,0,0,0,0.42842108224,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,4T2021,Inmobiliaria Manquehue S.A. Ord,0,0,0,0,0,0.26602557554,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,4T2021,Ruta Del Loa Sociedad Concesionaria S.A. Ord,99724050,9305672,30188319,1754,31280016,0,0,4080002,0,20882647,0,0,0,0,52354293,1200,37175,5194656
2021-10-01,4T2021,Salfacorp S.A. Ord,1233437811,513405072,449877020,58892576,712763844,0.35865142727,72398611,50152953,143.46470341,-63528052,33039720,640365233,100.91744415,74594562,827255394,201017607,6681308,30813442
2021-10-01,4T2021,Sociedad Nacional De Oleoductos S.A.,207694264,37937421,7978559,198956561,57065461,0,39780918,43583922,5.8681576234,-29958862,3891358,17284543,59.631884974,0,135958064,930192,5464326,0
2021-10-01,4T2021,Socovesa S.A. Ord,1011596741,591615874,445383136,14356860,329719959,0.36885177724,92362680,52846388,540.81804299,-146232738,43739052,237357279,195.95970899,267427610,619294733,123837637,4107249,38114904
2022-01-01,1T2022,Besalco S.A. Ord,0,0,0,0,0,0.66744227092,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,1T2022,Empresa Const Moller Y Perez Cotapos S.A. Ord,0,0,0,0,0,0.38909070348,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,1T2022,Inmobiliaria Manquehue S.A. Ord,0,0,0,0,0,0.2571858252,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,1T2022,Inmobiliaria Sixterra S.A. Ord,0,0,0,0,0,8.4690319261,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,1T2022,Salfacorp S.A. Ord,0,0,0,0,0,0.30773802735,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,1T2022,Socovesa S.A. Ord,0,0,0,0,0,0.31304704715,0,0,0,0,0,0,0,0,0,0,0,0
